order_id,date,week,month,division,product_line,material,operator_id,machine_id,shift,planned_qty,actual_qty,good_qty,defect_qty,scrap_qty,rework_qty,defect_rate,yield_rate,std_cycle_time_min,actual_cycle_time_min,cycle_time_variance_pct,promised_lead_days,actual_lead_days,on_time_delivery,downtime_minutes,material_cost_per_unit,labor_cost_per_unit,overhead_per_unit,unit_price,total_production_cost,scrap_cost,rework_cost,revenue,gross_margin
ORD-04565,2025-05-13,20,2025-05,Central,Precision Bearings,Aluminum 6061,OP-010,MCH-06,Night,100,76,73,3,1,2,0.0395,0.9605,12.5,11.27,-9.84,10,10,1,57,12.0,6.57,9.86,40.76,2160.68,15.29,9.86,2975.48,0.2738
ORD-00866,2025-05-13,20,2025-05,Central,Hydraulic Valves,Stainless 316,OP-012,MCH-08,Night,75,59,55,4,1,3,0.0678,0.9322,18.0,16.47,-8.5,10,10,1,0,18.5,9.61,14.41,58.01,2508.68,23.3,21.62,3190.55,0.2137
ORD-03539,2025-05-13,20,2025-05,Central,Precision Bearings,Titanium Grade 5,OP-007,MCH-14,Day,200,170,162,8,3,5,0.0471,0.9529,12.5,12.76,2.08,14,14,1,0,45.0,7.44,11.16,94.34,10812.0,146.16,27.9,15283.08,0.2926
ORD-00829,2025-05-13,20,2025-05,South,Shaft Components,Steel 4140,OP-010,MCH-13,Day,150,129,123,6,1,5,0.0465,0.9535,10.0,8.83,-11.7,5,4,1,0,8.5,5.15,7.73,29.23,2758.02,11.07,19.31,3595.29,0.2329
ORD-03900,2025-05-13,20,2025-05,South,Housing Units,Steel 4140,OP-004,MCH-14,Swing,125,101,96,5,2,3,0.0495,0.9505,22.0,21.07,-4.23,10,10,1,0,8.5,12.29,18.43,55.26,3961.22,29.29,27.65,5304.96,0.2533
ORD-04966,2025-05-13,20,2025-05,South,Housing Units,Stainless 316,OP-018,MCH-12,Day,150,147,142,5,1,4,0.034,0.966,22.0,17.92,-18.55,7,5,1,13,18.5,10.45,15.67,67.3,6559.14,23.73,31.35,9556.6,0.3137
ORD-01251,2025-05-13,20,2025-05,North,Housing Units,Stainless 316,OP-013,MCH-01,Swing,200,157,152,5,2,3,0.0318,0.9682,22.0,22.2,0.91,5,5,1,0,18.5,12.95,19.42,69.96,7986.59,49.95,29.14,10633.92,0.249
ORD-01537,2025-05-14,20,2025-05,North,Gear Assemblies,Titanium Grade 5,OP-008,MCH-09,Day,50,38,37,1,0,1,0.0263,0.9737,15.0,14.45,-3.67,3,3,1,0,45.0,8.43,12.64,94.61,2510.66,0.0,6.32,3500.57,0.2828
ORD-00563,2025-05-14,20,2025-05,Central,Shaft Components,Bronze C932,OP-001,MCH-11,Swing,150,131,127,4,1,3,0.0305,0.9695,10.0,9.19,-8.1,5,5,1,0,22.0,5.36,8.04,44.95,4637.4,24.68,12.06,5708.65,0.1877
ORD-01000,2025-05-14,20,2025-05,South,Housing Units,Titanium Grade 5,OP-009,MCH-08,Night,50,37,36,1,0,1,0.027,0.973,22.0,20.02,-9.0,3,1,1,30,45.0,11.68,17.52,98.11,2745.4,0.0,8.76,3531.96,0.2227
ORD-03760,2025-05-14,20,2025-05,North,Shaft Components,Stainless 316,OP-005,MCH-08,Day,75,71,70,1,0,1,0.0141,0.9859,10.0,7.87,-21.3,10,9,1,5,18.5,4.59,6.88,44.19,2127.87,0.0,3.44,3093.3,0.3121
ORD-01435,2025-05-14,20,2025-05,Central,Shaft Components,Stainless 316,OP-002,MCH-08,Swing,75,69,68,1,0,1,0.0145,0.9855,10.0,8.13,-18.7,3,2,1,13,18.5,4.74,7.11,44.67,2094.15,0.0,3.56,3037.56,0.3106
ORD-02380,2025-05-14,20,2025-05,North,Gear Assemblies,Aluminum 6061,OP-014,MCH-02,Day,100,87,84,3,0,3,0.0345,0.9655,15.0,13.33,-11.13,3,2,1,0,12.0,7.78,11.67,47.68,2736.15,0.0,17.5,4005.12,0.3168
ORD-00476,2025-05-15,20,2025-05,Central,Gear Assemblies,Titanium Grade 5,OP-011,MCH-10,Night,100,91,85,6,2,4,0.0659,0.9341,15.0,14.26,-4.93,14,14,1,0,45.0,8.32,12.48,91.1,5987.8,98.32,24.96,7743.5,0.2267
ORD-00125,2025-05-15,20,2025-05,North,Shaft Components,Bronze C932,OP-020,MCH-09,Day,75,71,70,1,0,1,0.0141,0.9859,10.0,8.34,-16.6,10,10,1,2,22.0,4.86,7.29,46.04,2424.65,0.0,3.65,3222.8,0.2477
ORD-03723,2025-05-15,20,2025-05,Central,Housing Units,Stainless 316,OP-014,MCH-03,Day,75,73,70,3,1,2,0.0411,0.9589,22.0,21.94,-0.27,7,5,1,0,18.5,12.8,19.2,65.65,3686.5,24.9,19.2,4595.5,0.1978
ORD-03361,2025-05-15,20,2025-05,North,Housing Units,Titanium Grade 5,OP-007,MCH-03,Swing,50,39,38,1,0,1,0.0256,0.9744,22.0,20.63,-6.23,7,7,1,0,45.0,12.03,18.04,103.56,2927.73,0.0,9.02,3935.28,0.256
ORD-01375,2025-05-15,20,2025-05,Central,Gear Assemblies,Bronze C932,OP-015,MCH-08,Day,75,70,68,2,0,2,0.0286,0.9714,15.0,13.51,-9.93,10,14,0,5,22.0,7.88,11.82,62.86,2919.0,0.0,11.82,4274.48,0.3171
ORD-02223,2025-05-15,20,2025-05,North,Housing Units,Aluminum 6061,OP-012,MCH-04,Night,75,60,58,2,1,1,0.0333,0.9667,22.0,26.6,20.91,14,10,1,0,12.0,15.52,23.28,72.09,3048.0,19.76,11.64,4181.22,0.271
ORD-04296,2025-05-16,20,2025-05,South,Hydraulic Valves,Steel 4140,OP-011,MCH-02,Day,50,40,39,1,0,1,0.025,0.975,18.0,17.09,-5.06,14,11,1,6,8.5,9.97,14.96,48.11,1337.2,0.0,7.48,1876.29,0.2873
ORD-02383,2025-05-16,20,2025-05,South,Hydraulic Valves,Bronze C932,OP-016,MCH-10,Night,200,138,126,12,4,8,0.087,0.913,18.0,15.91,-11.61,3,2,1,4,22.0,9.28,13.92,67.13,6237.6,106.56,55.68,8458.38,0.2626
ORD-02323,2025-05-16,20,2025-05,South,Shaft Components,Bronze C932,OP-016,MCH-08,Swing,200,164,160,4,2,2,0.0244,0.9756,10.0,10.9,9.0,7,8,0,19,22.0,6.36,9.54,47.39,6215.6,50.36,9.54,7582.4,0.1803
ORD-04817,2025-05-16,20,2025-05,North,Hydraulic Valves,Steel 4140,OP-019,MCH-06,Night,50,32,31,1,0,1,0.0312,0.9688,18.0,16.53,-8.17,7,5,1,67,8.5,9.64,14.46,43.0,1043.2,0.0,7.23,1333.0,0.2174
ORD-03696,2025-05-16,20,2025-05,Central,Shaft Components,Steel 4140,OP-010,MCH-09,Swing,125,117,113,4,2,2,0.0342,0.9658,10.0,9.03,-9.7,3,3,1,0,8.5,5.27,7.9,27.74,2535.39,22.27,7.9,3134.62,0.1912
ORD-03715,2025-05-16,20,2025-05,Central,Hydraulic Valves,Bronze C932,OP-003,MCH-15,Day,200,179,172,7,2,5,0.0391,0.9609,18.0,17.67,-1.83,14,12,1,0,22.0,10.31,15.46,67.78,8550.83,54.31,38.66,11658.16,0.2665
ORD-02150,2025-05-16,20,2025-05,South,Gear Assemblies,Aluminum 6061,OP-001,MCH-07,Day,125,120,115,5,2,3,0.0417,0.9583,15.0,13.5,-10.0,5,4,1,30,12.0,7.88,11.82,40.73,3804.0,31.88,17.73,4683.95,0.1879
ORD-03635,2025-05-16,20,2025-05,South,Gear Assemblies,Steel 4140,OP-011,MCH-05,Day,150,126,119,7,3,4,0.0556,0.9444,15.0,16.16,7.73,10,7,1,23,8.5,9.43,14.14,48.82,4040.82,39.64,28.29,5809.58,0.3045
ORD-02752,2025-05-16,20,2025-05,Central,Shaft Components,Titanium Grade 5,OP-020,MCH-07,Night,150,130,124,6,2,4,0.0462,0.9538,10.0,10.53,5.3,10,9,1,0,45.0,6.14,9.21,77.65,7845.5,96.14,18.42,9628.6,0.1852
ORD-01396,2025-05-16,20,2025-05,South,Shaft Components,Stainless 316,OP-011,MCH-12,Night,75,68,65,3,0,3,0.0441,0.9559,10.0,10.77,7.7,7,5,1,0,18.5,6.28,9.42,49.74,2325.6,0.0,14.13,3233.1,0.2807
ORD-01608,2025-05-16,20,2025-05,North,Precision Bearings,Bronze C932,OP-014,MCH-04,Day,50,46,43,3,1,2,0.0652,0.9348,12.5,13.08,4.64,3,2,1,13,22.0,7.63,11.45,57.75,1889.68,25.82,11.45,2483.25,0.239
ORD-04584,2025-05-16,20,2025-05,Central,Hydraulic Valves,Steel 4140,OP-007,MCH-12,Swing,150,127,120,7,3,4,0.0551,0.9449,18.0,19.35,7.5,3,2,1,0,8.5,11.29,16.93,49.95,4663.44,42.44,33.87,5994.0,0.222
ORD-01886,2025-05-17,20,2025-05,Central,Precision Bearings,Aluminum 6061,OP-020,MCH-03,Day,50,45,44,1,0,1,0.0222,0.9778,12.5,14.18,13.44,3,2,1,0,12.0,8.27,12.4,46.96,1470.15,0.0,6.2,2066.24,0.2885
ORD-00050,2025-05-17,20,2025-05,Central,Hydraulic Valves,Aluminum 6061,OP-009,MCH-14,Swing,100,88,82,6,2,4,0.0682,0.9318,18.0,20.49,13.83,7,5,1,5,12.0,11.95,17.92,62.33,3684.56,35.95,35.85,5111.06,0.2791
ORD-02284,2025-05-17,20,2025-05,Central,Precision Bearings,Steel 4140,OP-012,MCH-04,Night,200,153,147,6,3,3,0.0392,0.9608,12.5,10.78,-13.76,14,14,1,0,8.5,6.29,9.44,35.01,3707.19,34.94,14.15,5146.47,0.2797
ORD-02528,2025-05-17,20,2025-05,Central,Housing Units,Steel 4140,OP-007,MCH-13,Swing,150,97,92,5,2,3,0.0515,0.9485,22.0,26.41,20.05,5,5,1,0,8.5,15.41,23.12,65.56,4561.91,32.41,34.67,6031.52,0.2437
ORD-04608,2025-05-17,20,2025-05,North,Housing Units,Aluminum 6061,OP-019,MCH-13,Swing,50,43,42,1,0,1,0.0233,0.9767,22.0,21.42,-2.64,7,6,1,6,12.0,12.5,18.75,65.23,1859.75,0.0,9.38,2739.66,0.3212
ORD-01080,2025-05-17,20,2025-05,South,Gear Assemblies,Stainless 316,OP-016,MCH-13,Day,125,116,115,1,0,1,0.0086,0.9914,15.0,15.24,1.6,7,6,1,0,18.5,8.89,13.34,52.21,4724.68,0.0,6.67,6004.15,0.2131
ORD-00077,2025-05-17,20,2025-05,Central,Housing Units,Titanium Grade 5,OP-013,MCH-09,Swing,50,36,35,1,0,1,0.0278,0.9722,22.0,19.37,-11.95,14,16,0,0,45.0,11.3,16.95,106.44,2637.0,0.0,8.48,3725.4,0.2922
ORD-02105,2025-05-17,20,2025-05,Central,Precision Bearings,Aluminum 6061,OP-012,MCH-13,Day,100,86,81,5,2,3,0.0581,0.9419,12.5,11.36,-9.12,10,11,0,8,12.0,6.63,9.95,40.92,2457.88,30.63,14.92,3314.52,0.2585
ORD-02771,2025-05-17,20,2025-05,North,Precision Bearings,Steel 4140,OP-018,MCH-07,Night,100,88,84,4,1,3,0.0455,0.9545,12.5,10.94,-12.48,14,12,1,0,8.5,6.38,9.57,32.53,2151.6,11.69,14.36,2732.52,0.2126
ORD-02389,2025-05-18,20,2025-05,Central,Precision Bearings,Titanium Grade 5,OP-016,MCH-03,Night,50,39,37,2,0,2,0.0513,0.9487,12.5,11.18,-10.56,5,6,0,16,45.0,6.52,9.78,93.74,2390.7,0.0,9.78,3468.38,0.3107
ORD-02207,2025-05-18,20,2025-05,South,Precision Bearings,Bronze C932,OP-006,MCH-13,Swing,200,180,174,6,1,5,0.0333,0.9667,12.5,12.28,-1.76,7,6,1,0,22.0,7.16,10.74,59.21,7182.0,25.58,26.85,10302.54,0.3029
ORD-01355,2025-05-18,20,2025-05,Central,Precision Bearings,Steel 4140,OP-014,MCH-07,Day,50,44,43,1,0,1,0.0227,0.9773,12.5,12.09,-3.28,7,7,1,0,8.5,7.05,10.57,37.96,1149.28,0.0,5.29,1632.28,0.2959
ORD-01658,2025-05-18,20,2025-05,Central,Shaft Components,Bronze C932,OP-001,MCH-07,Day,100,97,95,2,0,2,0.0206,0.9794,10.0,11.22,12.2,7,8,0,0,22.0,6.54,9.81,52.73,3719.95,0.0,9.81,5009.35,0.2574
ORD-04683,2025-05-18,20,2025-05,North,Hydraulic Valves,Titanium Grade 5,OP-001,MCH-12,Day,75,72,70,2,0,2,0.0278,0.9722,18.0,14.94,-17.0,3,3,1,0,45.0,8.71,13.07,99.97,4808.16,0.0,13.07,6997.9,0.3129
ORD-02971,2025-05-19,21,2025-05,Central,Shaft Components,Steel 4140,OP-014,MCH-06,Day,125,121,119,2,0,2,0.0165,0.9835,10.0,10.13,1.3,7,6,1,0,8.5,5.91,8.87,32.9,2816.88,0.0,8.87,3915.1,0.2805
ORD-00996,2025-05-19,21,2025-05,North,Housing Units,Steel 4140,OP-006,MCH-11,Swing,200,176,167,9,3,6,0.0511,0.9489,22.0,20.8,-5.45,3,3,1,0,8.5,12.13,18.2,53.76,6834.08,43.7,54.59,8977.92,0.2388
ORD-01825,2025-05-19,21,2025-05,Central,Precision Bearings,Steel 4140,OP-011,MCH-04,Day,100,88,85,3,1,2,0.0341,0.9659,12.5,14.86,18.88,7,7,1,0,8.5,8.67,13.0,38.97,2654.96,12.84,13.0,3312.45,0.1985
ORD-01202,2025-05-19,21,2025-05,North,Hydraulic Valves,Titanium Grade 5,OP-006,MCH-10,Night,50,39,37,2,0,2,0.0513,0.9487,18.0,18.36,2.0,5,5,1,0,45.0,10.71,16.07,109.48,2799.42,0.0,16.07,4050.76,0.3089
ORD-02218,2025-05-19,21,2025-05,South,Shaft Components,Bronze C932,OP-020,MCH-03,Day,50,46,45,1,0,1,0.0217,0.9783,10.0,11.54,15.4,14,14,1,39,22.0,6.73,10.1,50.78,1786.18,0.0,5.05,2285.1,0.2183
ORD-01720,2025-05-19,21,2025-05,Central,Shaft Components,Bronze C932,OP-008,MCH-09,Night,50,42,41,1,0,1,0.0238,0.9762,10.0,8.94,-10.6,10,8,1,0,22.0,5.21,7.81,52.52,1470.84,0.0,3.91,2153.32,0.3169
ORD-04457,2025-05-19,21,2025-05,Central,Housing Units,Aluminum 6061,OP-004,MCH-01,Day,125,113,108,5,1,4,0.0442,0.9558,22.0,21.92,-0.36,14,12,1,0,12.0,12.79,19.18,57.61,4968.61,18.39,38.37,6221.88,0.2014
ORD-04459,2025-05-19,21,2025-05,North,Shaft Components,Titanium Grade 5,OP-017,MCH-05,Swing,75,62,60,2,1,1,0.0323,0.9677,10.0,9.57,-4.3,14,13,1,0,45.0,5.58,8.37,88.98,3654.9,47.79,4.19,5338.8,0.3154
ORD-00305,2025-05-19,21,2025-05,Central,Precision Bearings,Titanium Grade 5,OP-012,MCH-15,Night,200,191,186,5,2,3,0.0262,0.9738,12.5,12.54,0.32,10,11,0,0,45.0,7.31,10.96,95.38,12084.57,97.31,16.45,17740.68,0.3188
ORD-00797,2025-05-19,21,2025-05,South,Precision Bearings,Stainless 316,OP-014,MCH-09,Day,150,150,142,8,3,5,0.0533,0.9467,12.5,13.78,10.24,10,10,1,0,18.5,8.04,12.06,52.23,5790.0,67.56,30.15,7416.66,0.2193
ORD-02710,2025-05-20,21,2025-05,Central,Housing Units,Steel 4140,OP-011,MCH-04,Swing,75,70,68,2,0,2,0.0286,0.9714,22.0,24.5,11.36,5,5,1,0,8.5,14.29,21.43,57.32,3095.4,0.0,21.43,3897.76,0.2059
ORD-04446,2025-05-20,21,2025-05,South,Shaft Components,Stainless 316,OP-008,MCH-06,Night,75,53,52,1,0,1,0.0189,0.9811,10.0,9.2,-8.0,14,13,1,0,18.5,5.37,8.05,46.05,1691.76,0.0,4.03,2394.6,0.2935
ORD-00733,2025-05-20,21,2025-05,Central,Precision Bearings,Titanium Grade 5,OP-020,MCH-02,Night,200,170,164,6,3,3,0.0353,0.9647,12.5,13.42,7.36,5,4,1,0,45.0,7.83,11.75,82.47,10978.6,146.75,17.62,13525.08,0.1883
ORD-01544,2025-05-20,21,2025-05,South,Housing Units,Steel 4140,OP-009,MCH-06,Night,200,143,138,5,1,4,0.035,0.965,22.0,19.88,-9.64,3,2,1,0,8.5,11.6,17.4,51.24,5362.5,14.3,34.8,7071.12,0.2416
ORD-04085,2025-05-20,21,2025-05,Central,Shaft Components,Stainless 316,OP-001,MCH-08,Night,75,68,65,3,1,2,0.0441,0.9559,10.0,9.31,-6.9,10,11,0,0,18.5,5.43,8.14,46.65,2180.76,21.21,8.14,3032.25,0.2808
ORD-04334,2025-05-20,21,2025-05,North,Housing Units,Titanium Grade 5,OP-006,MCH-05,Swing,50,46,44,2,1,1,0.0435,0.9565,22.0,18.99,-13.68,10,11,0,0,45.0,11.08,16.62,103.17,3344.2,50.54,8.31,4539.48,0.2633
ORD-00903,2025-05-20,21,2025-05,South,Precision Bearings,Titanium Grade 5,OP-016,MCH-11,Night,200,155,150,5,1,4,0.0323,0.9677,12.5,10.79,-13.68,7,8,0,13,45.0,6.29,9.44,79.77,9413.15,48.15,18.87,11965.5,0.2133
ORD-02667,2025-05-20,21,2025-05,Central,Hydraulic Valves,Stainless 316,OP-002,MCH-10,Swing,75,65,61,4,1,3,0.0615,0.9385,18.0,17.0,-5.56,14,14,1,0,18.5,9.92,14.88,65.66,2814.5,23.46,22.32,4005.26,0.2973
ORD-01121,2025-05-20,21,2025-05,North,Gear Assemblies,Steel 4140,OP-015,MCH-10,Swing,200,183,172,11,5,6,0.0601,0.9399,15.0,13.54,-9.73,10,10,1,25,8.5,7.9,11.85,39.45,5169.75,62.25,35.55,6785.4,0.2381
ORD-03532,2025-05-21,21,2025-05,Central,Shaft Components,Bronze C932,OP-018,MCH-06,Night,75,57,55,2,1,1,0.0351,0.9649,10.0,8.66,-13.4,10,10,1,0,22.0,5.05,7.57,50.28,1973.34,24.52,3.79,2765.4,0.2864
ORD-04824,2025-05-21,21,2025-05,North,Housing Units,Titanium Grade 5,OP-012,MCH-15,Swing,50,45,44,1,0,1,0.0222,0.9778,22.0,22.62,2.82,5,5,1,11,45.0,13.2,19.8,108.49,3510.0,0.0,9.9,4773.56,0.2647
ORD-01952,2025-05-21,21,2025-05,North,Shaft Components,Bronze C932,OP-013,MCH-14,Night,200,171,162,9,4,5,0.0526,0.9474,10.0,10.37,3.7,14,15,0,8,22.0,6.05,9.07,55.15,6347.52,100.1,22.69,8934.3,0.2895
ORD-01194,2025-05-21,21,2025-05,South,Housing Units,Steel 4140,OP-017,MCH-13,Swing,150,130,125,5,2,3,0.0385,0.9615,22.0,22.01,0.05,14,14,1,9,8.5,12.84,19.26,51.02,5278.0,29.84,28.89,6377.5,0.1724
ORD-03167,2025-05-21,21,2025-05,North,Hydraulic Valves,Steel 4140,OP-011,MCH-04,Swing,100,84,81,3,1,2,0.0357,0.9643,18.0,19.37,7.61,10,8,1,6,8.5,11.3,16.95,51.75,3087.0,14.15,16.95,4191.75,0.2636
ORD-04617,2025-05-21,21,2025-05,Central,Gear Assemblies,Titanium Grade 5,OP-004,MCH-02,Day,50,41,39,2,0,2,0.0488,0.9512,15.0,13.91,-7.27,14,10,1,0,45.0,8.11,12.16,99.84,2676.07,0.0,12.16,3893.76,0.3127
ORD-02217,2025-05-21,21,2025-05,Central,Precision Bearings,Titanium Grade 5,OP-013,MCH-01,Swing,125,111,107,4,1,3,0.036,0.964,12.5,10.86,-13.12,3,3,1,0,45.0,6.33,9.5,79.93,6752.13,48.16,14.24,8552.51,0.2105
ORD-04111,2025-05-21,21,2025-05,Central,Shaft Components,Bronze C932,OP-002,MCH-13,Night,200,187,184,3,0,3,0.016,0.984,10.0,9.84,-1.6,14,13,1,0,22.0,5.74,8.61,54.72,6797.45,0.0,12.91,10068.48,0.3249
ORD-02120,2025-05-21,21,2025-05,North,Precision Bearings,Titanium Grade 5,OP-011,MCH-15,Night,125,113,109,4,2,2,0.0354,0.9646,12.5,16.93,35.44,10,7,1,39,45.0,9.88,14.82,98.37,7876.1,99.88,14.82,10722.33,0.2654
ORD-04791,2025-05-21,21,2025-05,North,Housing Units,Aluminum 6061,OP-001,MCH-01,Day,125,125,120,5,2,3,0.04,0.96,22.0,17.45,-20.68,7,5,1,11,12.0,10.18,15.27,49.21,4681.25,34.18,22.91,5905.2,0.2073
ORD-01323,2025-05-21,21,2025-05,Central,Housing Units,Titanium Grade 5,OP-014,MCH-09,Day,50,42,41,1,0,1,0.0238,0.9762,22.0,23.9,8.64,7,6,1,0,45.0,13.94,20.91,111.74,3353.7,0.0,10.46,4581.34,0.268
ORD-02753,2025-05-22,21,2025-05,North,Precision Bearings,Aluminum 6061,OP-016,MCH-13,Night,50,37,35,2,1,1,0.0541,0.9459,12.5,12.26,-1.92,3,3,1,0,12.0,7.15,10.73,40.95,1105.56,15.57,5.36,1433.25,0.2286
ORD-01134,2025-05-22,21,2025-05,Central,Shaft Components,Bronze C932,OP-019,MCH-09,Day,50,46,46,0,0,0,0.0,1.0,10.0,9.8,-2.0,14,15,0,0,22.0,5.72,8.58,47.69,1669.8,0.0,0.0,2193.74,0.2388
ORD-03757,2025-05-22,21,2025-05,Central,Precision Bearings,Steel 4140,OP-016,MCH-06,Night,75,66,64,2,0,2,0.0303,0.9697,12.5,10.1,-19.2,14,12,1,0,8.5,5.89,8.83,35.27,1532.52,0.0,8.83,2257.28,0.3211
ORD-02296,2025-05-22,21,2025-05,Central,Shaft Components,Aluminum 6061,OP-010,MCH-03,Swing,50,46,45,1,0,1,0.0217,0.9783,10.0,9.94,-0.6,3,3,1,0,12.0,5.8,8.7,38.71,1219.0,0.0,4.35,1741.95,0.3002
ORD-04684,2025-05-22,21,2025-05,South,Precision Bearings,Steel 4140,OP-013,MCH-07,Night,200,138,131,7,3,4,0.0507,0.9493,12.5,12.21,-2.32,3,2,1,0,8.5,7.12,10.68,39.24,3629.4,36.18,21.36,5140.44,0.294
ORD-03545,2025-05-23,21,2025-05,South,Gear Assemblies,Titanium Grade 5,OP-020,MCH-14,Swing,125,93,91,2,1,1,0.0215,0.9785,15.0,14.58,-2.8,7,5,1,2,45.0,8.5,12.75,99.13,6161.25,49.25,6.38,9020.83,0.317
ORD-04380,2025-05-23,21,2025-05,Central,Hydraulic Valves,Aluminum 6061,OP-003,MCH-05,Swing,50,40,39,1,0,1,0.025,0.975,18.0,22.67,25.94,7,7,1,0,12.0,13.22,19.83,69.12,1802.0,0.0,9.92,2695.68,0.3315
ORD-02478,2025-05-23,21,2025-05,North,Shaft Components,Bronze C932,OP-009,MCH-12,Day,100,93,90,3,1,2,0.0323,0.9677,10.0,8.56,-14.4,7,9,0,0,22.0,4.99,7.49,49.61,3206.64,24.5,7.49,4464.9,0.2818
ORD-01911,2025-05-23,21,2025-05,Central,Hydraulic Valves,Bronze C932,OP-013,MCH-13,Swing,75,57,54,3,1,2,0.0526,0.9474,18.0,18.02,0.11,5,4,1,5,22.0,10.51,15.77,62.5,2751.96,27.25,15.77,3375.0,0.1846
ORD-00285,2025-05-24,21,2025-05,North,Housing Units,Aluminum 6061,OP-002,MCH-05,Night,150,132,128,4,1,3,0.0303,0.9697,22.0,23.65,7.5,10,9,1,0,12.0,13.8,20.7,59.14,6138.0,18.9,31.05,7569.92,0.1892
ORD-01580,2025-05-24,21,2025-05,South,Hydraulic Valves,Stainless 316,OP-012,MCH-13,Day,100,94,90,4,2,2,0.0426,0.9574,18.0,19.55,8.61,3,3,1,24,18.5,11.4,17.1,64.62,4418.0,48.4,17.1,5815.8,0.2403
ORD-03475,2025-05-24,21,2025-05,North,Precision Bearings,Titanium Grade 5,OP-017,MCH-12,Swing,75,58,57,1,0,1,0.0172,0.9828,12.5,14.15,13.2,5,4,1,0,45.0,8.25,12.38,99.78,3806.54,0.0,6.19,5687.46,0.3307
ORD-01711,2025-05-24,21,2025-05,Central,Housing Units,Steel 4140,OP-009,MCH-08,Day,125,119,115,4,2,2,0.0336,0.9664,22.0,20.21,-8.14,5,5,1,0,8.5,11.79,17.68,48.58,4518.43,28.79,17.68,5586.7,0.1912
ORD-02458,2025-05-24,21,2025-05,South,Shaft Components,Aluminum 6061,OP-011,MCH-09,Swing,150,136,133,3,0,3,0.0221,0.9779,10.0,11.15,11.5,7,5,1,11,12.0,6.5,9.75,38.55,3842.0,0.0,14.62,5127.15,0.2507
ORD-02262,2025-05-24,21,2025-05,Central,Precision Bearings,Steel 4140,OP-018,MCH-03,Day,50,44,43,1,0,1,0.0227,0.9773,12.5,10.74,-14.08,14,13,1,0,8.5,6.26,9.39,33.58,1062.6,0.0,4.7,1443.94,0.2641
ORD-01281,2025-05-24,21,2025-05,Central,Precision Bearings,Aluminum 6061,OP-003,MCH-02,Night,100,86,83,3,1,2,0.0349,0.9651,12.5,13.92,11.36,7,9,0,0,12.0,8.12,12.18,46.87,2777.8,16.06,12.18,3890.21,0.286
ORD-01522,2025-05-24,21,2025-05,North,Shaft Components,Bronze C932,OP-010,MCH-08,Day,75,68,66,2,0,2,0.0294,0.9706,10.0,10.75,7.5,7,4,1,0,22.0,6.27,9.4,57.39,2561.56,0.0,9.4,3787.74,0.3237
ORD-02208,2025-05-24,21,2025-05,Central,Gear Assemblies,Bronze C932,OP-006,MCH-08,Day,200,166,158,8,3,5,0.0482,0.9518,15.0,14.23,-5.13,14,13,1,0,22.0,8.3,12.45,64.3,7096.5,78.45,31.12,10159.4,0.3015
ORD-00556,2025-05-24,21,2025-05,North,Hydraulic Valves,Steel 4140,OP-018,MCH-02,Night,50,39,37,2,1,1,0.0513,0.9487,18.0,20.61,14.5,3,3,1,0,8.5,12.02,18.03,53.86,1503.45,14.51,9.02,1992.82,0.2456
ORD-01873,2025-05-24,21,2025-05,Central,Gear Assemblies,Steel 4140,OP-003,MCH-10,Night,100,75,73,2,0,2,0.0267,0.9733,15.0,13.41,-10.6,7,6,1,0,8.5,7.82,11.73,40.22,2103.75,0.0,11.73,2936.06,0.2835
ORD-02093,2025-05-24,21,2025-05,North,Housing Units,Bronze C932,OP-001,MCH-15,Swing,125,113,107,6,2,4,0.0531,0.9469,22.0,17.85,-18.86,10,10,1,0,22.0,10.41,15.62,73.42,5427.39,54.41,31.23,7855.94,0.3091
ORD-03832,2025-05-24,21,2025-05,Central,Precision Bearings,Aluminum 6061,OP-014,MCH-13,Swing,50,40,39,1,0,1,0.025,0.975,12.5,14.63,17.04,5,5,1,3,12.0,8.53,12.79,47.59,1332.8,0.0,6.4,1856.01,0.2819
ORD-02038,2025-05-25,21,2025-05,Central,Hydraulic Valves,Aluminum 6061,OP-016,MCH-09,Day,75,71,66,5,1,4,0.0704,0.9296,18.0,18.62,3.44,7,8,0,0,12.0,10.86,16.29,52.85,2779.65,17.43,32.58,3488.1,0.2031
ORD-01253,2025-05-25,21,2025-05,North,Hydraulic Valves,Aluminum 6061,OP-012,MCH-15,Night,75,56,53,3,0,3,0.0536,0.9464,18.0,14.86,-17.44,10,10,1,0,12.0,8.67,13.0,43.52,1885.52,0.0,19.51,2306.56,0.1825
ORD-02679,2025-05-25,21,2025-05,Central,Shaft Components,Steel 4140,OP-006,MCH-14,Swing,50,42,42,0,0,0,0.0,1.0,10.0,10.25,2.5,10,10,1,0,8.5,5.98,8.97,33.93,984.9,0.0,0.0,1425.06,0.3089
ORD-00389,2025-05-25,21,2025-05,North,Shaft Components,Titanium Grade 5,OP-015,MCH-12,Swing,150,145,138,7,2,5,0.0483,0.9517,10.0,9.74,-2.6,10,8,1,0,45.0,5.68,8.52,83.9,8584.0,95.68,21.3,11578.2,0.2586
ORD-03712,2025-05-25,21,2025-05,North,Gear Assemblies,Titanium Grade 5,OP-002,MCH-08,Night,200,169,162,7,3,4,0.0414,0.9586,15.0,15.83,5.53,7,5,1,0,45.0,9.23,13.85,89.4,11505.52,148.84,27.69,14482.8,0.2056
